Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
BTF,"Boulder Total Return Fund, Inc.",26.65,328825289,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/btf
TEU,Box Ships Inc.,0.92,28328377.8,n/a,2011,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/teu
TEU^C,Box Ships Inc.,20.2999,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/teu^c
BYD,Boyd Gaming Corporation,11.48,1244279729,n/a,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/byd
BP,BP p.l.c.,42.06,1.28363E+11,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bp
BPT,BP Prudhoe Bay Royalty Trust,85.2,1823280000,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bpt
BERY,BPC Acquisition Corp,26.44,3106700000,n/a,2012,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/bery
BPZ,"BPZ Resources, Inc",0.9599,113803179.1,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bpz
BRC,Brady Corporation,24.25,1242737374,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/brc
BDN^E,Brandywine Realty Tr,25.56,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdn^e
BDN,Brandywine Realty Trust,15.44,2763487777,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bdn
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,2.92,170593408,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lnd
BAK,Braskem S.A.,14.7,5859900308,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bak
BRFS,BRF S.A.,25.41,22169545181,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/brfs
BPI,"Bridgepoint Education, Inc.",11.06,500516993.1,n/a,2009,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/bpi
BGG,Briggs & Stratton Corporation,20.22,926228640.8,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bgg
BFAM,Bright Horizons Family Solutions Inc.,43.43,2858962243,n/a,2013,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/bfam
EAT,"Brinker International, Inc.",54.13,3440268688,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/eat
BCO,Brink&#39;s Company (The),21.51,1044812199,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/bco
BMY,Bristol-Myers Squibb Company,58.32,96739844955,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmy
BRS,Bristow Group Inc,73.63,2618549561,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/brs
BRX,Brixmor Property Group Inc.,24.01,5884738801,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brx
BR,"Broadridge Financial Solutions, Inc.",44.44,5331110525,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/br
BKD,Brookdale Senior Living Inc.,32.46,5617247016,n/a,2005,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/bkd
BAM,Brookfield Asset Management Inc,49.59,31176056676,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/bam
BOXC,Brookfield Canada Office Properties,23.82,624198336,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/boxc
DTLA^,Brookfield DTLA Inc.,25.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtla^
INF,Brookfield Global Listed Infrastructure Income Fund,22.74,235250757.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inf
HHY,Brookfield High Income Fund Inc.,9.57,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hhy
BIP,Brookfield Infrastructure Partners LP,40.41,6074089655,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/bip
BOI,Brookfield Mortgage Opportunity Income Fund Inc.,16.93,0,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/boi
BPY,Brookfield Property Partners L.P.,22.72,5548630370,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/bpy
BEP,Brookfield Renewable Powerr Fund,30.37,4352932859,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bep
BRP,Brookfield Residential Properties Inc.,23.29,2740753762,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/brp
HTR,Brookfield Total Return Fund Inc.,25.25,352507245.8,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/htr
BRO,"Brown & Brown, Inc.",32.3,4668774979,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/bro
BF/A,Brown Forman Corporation,92.5365,0,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bf/a
BF/B,Brown Forman Corporation,93.59,0,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bf/b
BWS,"Brown Shoe Company, Inc.",28,1223756996,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/bws
BRT,BRT Realty Trust,7.22,103269371.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brt
BC,Brunswick Corporation,47.52,4417160252,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bc
BT,BT Group plc,59.51,48468716874,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bt
BPL,Buckeye Partners L.P.,79.3,9455564439,n/a,1986,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bpl
BKE,"Buckle, Inc. (The)",49.5,2394543789,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/bke
BVN,Buenaventura Mining Company Inc.,9.79,2488489428,n/a,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bvn
BBW,"Build-A-Bear Workshop, Inc.",17.78,308794683.4,n/a,2004,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/bbw
BG,Bunge Limited,88.76,12950264804,n/a,2001,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bg
BKW,Burger King Worldwide Inc.,32.6,11484353754,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bkw
BURL,"Burlington Stores, Inc.",42.32,3154329706,n/a,2013,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/burl
CJES,"C&J Energy Services, Inc.",19.14,1059116187,n/a,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cjes
BCR,"C.R. Bard, Inc.",162.38,12162057564,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bcr
BNK,"C1 Financial, Inc.",18.11,291588494.3,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bnk
GYB,CABCO Series 2004-101 Trust,20.5,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyb
PFH,CABCO Series 2004-101 Trust,19.11,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfh
CAB,Cabela&#39;s Inc,49.46,3515982656,n/a,2004,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/cab
CVC,Cablevision Systems Corporation,18.92,5129839974,n/a,1986,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cvc
CBT,Cabot Corporation,46.85,3025590288,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cbt
COG,Cabot Oil & Gas Corporation,33.62,13885728366,n/a,1990,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cog
CACI,"CACI International, Inc.",83.43,1985431265,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/caci
CAE,CAE Inc,13.02,3454140405,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cae
CAP,"Cai International, Inc.",22.75,480399442.3,n/a,2007,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/cap
CCC,Calgon Carbon Corporation,21.46,1141894261,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ccc
CWT,California Water  Service Group Holding,25.91,1238658383,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwt
CALX,"Calix, Inc",11.44,584843299,n/a,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/calx
ELY,Callaway Golf Company,7.86,610764577.6,n/a,1992,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/ely
CPE,Callon Petroleum Company,6.64,367125859,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe
CPE^A,Callon Petroleum Company,50.35,0,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe^a
CPN,Calpine Corporation,24.24,9757709441,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpn
CBM,Cambrex Corporation,22.66,702359729.5,n/a,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbm
CPT,Camden Property Trust,75.55,6527402973,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cpt
CCJ,Cameco Corporation,18.75,7421091038,n/a,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ccj
CAM,Cameron International Corporation,59.24,11696705779,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/cam
CPB,Campbell Soup Company,44.1,13860323990,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cpb
CCG,"Campus Crest Communities, Inc.",7.16,464209420.9,n/a,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/ccg
CCG^A,"Campus Crest Communities, Inc.",25.5001,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccg^a
CM,Canadian Imperial Bank of Commerce,90.98,36122063887,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cm
CNI,Canadian National Railway Company,69.59,56656285414,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cni
CNQ,Canadian Natural Resources Limited,36.03,39342111363,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cnq
CP,Canadian Pacific Railway Limited,206.47,35307744677,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cp
CAJ,"Canon, Inc.",30.88,34150835200,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/caj
CMN,Cantel Medical Corp.,40.99,1699082188,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cmn
COF^P,Capital One Financial Corp,24.41,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^p
COF,Capital One Financial Corporation,82.6,45923169330,n/a,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/cof
COF/WS,Capital One Financial Corporation,40.9444,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof/ws
COF^C,Capital One Financial Corporation,24.68,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof^c
COF^D,Capital One Financial Corporation,25.31,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^d
CSU,Capital Senior Living Corporation,22.98,667699342.6,n/a,1997,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/csu
BXMT,"Capital Trust, Inc.",28.52,1645019568,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxmt
CLA,Capitala Finance Corp.,25.5,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cla
CMO,Capstead Mortgage Corporation,12.66,1212855599,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmo
CMO^E,Capstead Mortgage Corporation,24.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmo^e
CRR,"Carbo Ceramics, Inc.",51.2,1182375731,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/crr
CAH,"Cardinal Health, Inc.",78.27,26310495408,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/cah
CRCM,"Care.com, Inc.",8.56,268470070.6,n/a,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/crcm
CFN,CareFusion Corporation,57.28,11650857567,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cfn
CSL,Carlisle Companies Incorporated,88.75,5694769598,n/a,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/csl
KMX,CarMax Inc,55.64,11984575908,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kmx
CCL,Carnival Corporation,40.4,32670105471,n/a,1987,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ccl
CUK,Carnival Corporation,39.99,32338552420,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/cuk
CRS,Carpenter Technology Corporation,52.87,2814675084,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/crs
CSV,"Carriage Services, Inc.",19.18,354853533.9,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/csv
CRI,"Carter&#39;s, Inc.",79.16,4188000884,n/a,2003,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/cri
CSH,"Cash America International, Inc.",49.15,1419815513,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/csh
CSH$,"Cash America International, Inc.",21.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csh$
CAS,Castle (A.M.) & Co.,7.67,180279123.8,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/cas
CSLT,"Castlight Health, inc.",11.97,1073395805,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/cslt
CTLT,"Catalent, Inc.",24.73,2901356936,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctlt
CTT,"CatchMark Timber Trust, Inc.",11.41,449097702.7,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctt
CAT,"Caterpillar, Inc.",101.76,61605389418,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cat
CATO,Cato Corporation (The),36.02,1005653222,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cato
CBZ,"CBIZ, Inc.",9.23,455401619,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cbz
CBL,"CBL & Associates Properties, Inc.",18.98,3231590734,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cbl
CBL^D,"CBL & Associates Properties, Inc.",25.52,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^d
CBL^E,"CBL & Associates Properties, Inc.",25.09,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^e
CBO,CBO (Listing Market - NYSE - Networks A/E),23,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbo
IGR,CBRE Clarion Global Real Estate Income Fund,8.69,1013171393,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/igr
CBG,"CBRE Group, Inc.",31.88,10587912467,n/a,2004,Finance,Real Estate,http://www.nasdaq.com/symbol/cbg
CBS,CBS Corporation,51.31,27031068318,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs
CBS/A,CBS Corporation,51.51,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbs/a
CBSO,CBS Outdoor Americas Inc.,29.95,3594000000,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cbso
CBX,CBX (Listing Market NYSE Networks AE,1.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbx
CDI,CDI Corporation,17.32,339814312.5,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/cdi
FUN,"Cedar Fair, L.P.",47.7,2664499056,n/a,1987,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/fun
CDR,"Cedar Realty Trust, Inc.",6.82,540227210.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdr
CDR^B,"Cedar Realty Trust, Inc.",25.94,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdr^b
CGI,"Celadon Group, Inc.",21.15,500168588,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cgi
CE,Celanese Corporation,59.31,9111941558,n/a,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ce
CLS,"Celestica, Inc.",11.11,1752101583,n/a,1998,Technology,Electrical Products,http://www.nasdaq.com/symbol/cls
CEL,"Cellcom Israel, Ltd.",9.84,979631719,n/a,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cel
CPAC,Cementos Pacasmayo S.A.A.,8.65,1006798758,n/a,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpac
CX,Cemex S.A.B. de C.V.,12.28,14589220672,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cx
CNCO,Cencosud S.A.,8.62,8127866848,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cnco
CVE,Cenovus Energy Inc,25.25,19114345723,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cve
CNC,Centene Corporation,91.72,5381119029,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cnc
CEN,Center Coast MLP & Infrastructure Fund,19.8,293263027.2,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/cen
CNP,"CenterPoint Energy, Inc.",25.23,10843748791,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnp
EBR,Centrais Electricas Brasileiras SA,2.32,3138111112,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ebr
EBR/B,Centrais Electricas Brasileiras SA,3.51,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ebr/b
CEE,"Central Europe, Russia and Turkey Fund, Inc. (The)",23.53,243814895.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cee
LEU,Centrus Energy Corp.,6.39,2891877.57,n/a,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/leu
CCS,"Century Communities, Inc.",18.38,395256459.5,n/a,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/ccs
CTL,"CenturyLink, Inc.",39.43,22481598222,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctl
CVO,Cenveo Inc,1.62,109585726.2,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/cvo
CF,"CF Industries Holdings, Inc.",250.92,12463379572,n/a,2005,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cf
CGG,CGG,6.61,1163790919,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cgg
GIB,"CGI Group, Inc.",35.19,9833896561,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/gib
CSG,Chambers Street Properties,8.1,1919085826,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/csg
ECOM          ,ChannelAdvisor Corporation,17.85,441519642.9,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ecom          
CRL,"Charles River Laboratories International, Inc.",63.36,2972958152,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/crl
CLDT,Chatham Lodging Trust (REIT),25.6,688078643.2,n/a,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cldt
HELI,CHC Group Ltd.,5.8,471797920.2,n/a,2014,Transportation,Transportation Services,http://www.nasdaq.com/symbol/heli
CKP,"Checkpoint Systms, Inc.",12.66,529156894.4,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ckp
CMCM,Cheetah Mobile Inc.,20.2,2826325279,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmcm
CHGG,"Chegg, Inc.",6.72,562379899.2,n/a,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/chgg
CHE,Chemed Corp.,106.93,1848529278,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/che
CHMT,Chemtura Corp.,23.39,2053882777,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/chmt
CHMI,Cherry Hill Mortgage Investment Corporation,18.75,140803931.3,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chmi
CHK,Chesapeake Energy Corporation,23.41,15585808037,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chk
CHK^D,Chesapeake Energy Corporation,94.192,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chk^d
CHKR,Chesapeake Granite Wash Trust,10.47,489472500,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chkr
CHSP,Chesapeake Lodging Trust,33.22,1823066627,n/a,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chsp
CHSP^A,Chesapeake Lodging Trust,26.3444,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chsp^a
CPK,Chesapeake Utilities Corporation,47.15,1030638931,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/cpk
CVX,Chevron Corporation,118.8,2.25593E+11,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx
CBI,Chicago Bridge & Iron Company N.V.,55.58,6018864358,n/a,1997,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cbi
CHS,"Chico&#39;s FAS, Inc.",15.15,2314780453,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/chs
CIM,Chimera Investment Corporation,3.14,3226535810,n/a,2007,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cim
CO,China Cord Blood Corporation,5.05,368666402.4,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/co
STV,"China Digital TV Holding Co., Ltd.",3.94,233047662.8,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/stv
DL,China Distance Education Holdings Limited,14.08,502469594.9,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dl
CEA,China Eastern Airlines Corporation Ltd.,20.42,5176171398,n/a,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cea
CHN,"China Fund, Inc. (The)",21.23,332929475.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chn
CGA,"China Green Agriculture, Inc.",2.1,68243252.7,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cga
LFC,China Life Insurance Company Limited,44.05,83004016987,n/a,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/lfc
MY,China Ming Yang Wind Power Group Limited,2.48,303850103.4,n/a,2010,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/my
CHL,China Mobile (Hong Kong) Ltd.,62.16,2.52524E+11,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chl
NPD,China Nepstar Chain Drugstore Ltd,1.82,179634000,n/a,2007,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/npd
BORN,China New Borun Corporation,1.48,38073000,n/a,2010,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/born
SNP,China Petroleum & Chemical Corporation,83.61,97652753168,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/snp
ZNH,China Southern Airlines Company Limited,19.45,3819033563,n/a,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/znh
CHA,China Telecom Corp Ltd,62.48,50566313600,n/a,2002,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cha
CHU,China Unicom (Hong Kong) Ltd,14.73,35030554575,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chu
XNY,China Xiniya Fashion Limited,0.52,29603169.96,n/a,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/xny
CYD,China Yuchai International Limited,18.5,706620561,n/a,1994,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cyd
ZX,China Zenix Auto International Limited,1.47,75910800,n/a,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/zx
CMG,"Chipotle Mexican Grill, Inc.",649.03,20128148667,n/a,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cmg
CQB,"Chiquita Brands International, Inc.",14.43,677710621,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cqb
CHH,"Choice Hotels International, Inc.",52.71,3080015764,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh
CBK,Christopher & Banks Corporation,6.7,247193491.7,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cbk
CB,Chubb Corporation (The),101.14,24322525868,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cb
CHT,"Chunghwa Telecom Co., Ltd.",30.19,23419732493,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cht
CHD,"Church & Dwight Company, Inc.",73.27,9801665308,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/chd
CBR,"Ciber, Inc.",3.35,262786143.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/cbr
CIEN,Ciena Corporation,16.62,1771127984,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien
CI,Cigna Corporation,98.99,25893670069,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ci
XEC,Cimarex Energy Co,118.34,10298175788,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xec
CBB,Cincinnati Bell Inc,3.4,710943634.6,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cbb
CBB^B,Cincinnati Bell Inc,49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbb^b
CNK,Cinemark Holdings Inc,35.01,4050827849,n/a,2007,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/cnk
CIR,"CIRCOR International, Inc.",73.72,1303030046,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cir
CIT,CIT Group Inc (DEL),48.63,9028238183,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cit
